question_id,question,author,question_date,answer_date,subject,ministry
13752,"السيد الوزير المحترم؛
فوجئ المواطنات والمواطنون بأسعار جد عالية لأثمنة الزيتون وزيتها، حيث بلغ ثمن اللتر الواحد منها 100 درهماً، بعد أن كان في السابق في حدود 50 درهما. ويتم تبرير هذا الارتفاع الكبير بندرة إنتاج الزيتون هذه السنة، لكن يتبين أن الأمر يتعلق أيضاً بدخول مضاربين على الخط لاقتناء واحتكار معظم الكميات المعروضة في السوق وفرض بالتالي ""قانونهم"" على المغاربة.
وإذ لا يخفى عليكم، السيد الوزير المحترم، أهمية هذه المادة الحيوية بالنسبة للمواطنات والمواطنين المغاربة، خصوصا مع اقتراب فصل الشتاء، فإننا سجلنا تصريحات عديدة لفلاحين تحدثوا فيها على أنَّ إنتاج الزيتون في جل مناطق المغرب يكادُ يكون طبيعيا وعاديا، محذرين من التلاعب في الأسعار بدخول ""الشناقة"" على الخط، وهو ما يبدو أنه حدث فعلاً.
بناء على ذلك، نسائلكم السيد الوزير المحترم، عن الخطوات التي اتخذتها وتلك التي ستتخذها الوزارة للتصدي لظاهرة احتكار ""الشناقة""، وكذا حول الإجراءات التي تنون تفعيلها، لإعادة أسعار هذه المادة الحيوية وباقي المنتجات الفلاحية إلى حدود المعقول، وتمكين المواطنين منها لا سيما في ظل الارتفاع الصاروخي لأسعار معظم المواد الاستهلاكية الأساسية؟
وتقبلوا، السيد الوزير، فائق عبارات التقدير والاحترام",Loubna Sghiri,13/11/2023,pas de réponse,احتكار مضاربين لمنتوج الزيتون وزيته وفرض أسعار خيالية,الفلاحة والصيد البحري والتنمية القروية والمياه والغابات.
13751,"تطوير منتجات تأمينية متخصصة للفلاحين لتلبية احتياجاتهم المتغيرة وتوفير تغطية شاملة لمختلف أنواع المخاطر هو مكون أساسي لتعزيز الاستقرار والاستدامة في القطاع الزراعي، هذا النوع من التأمين أضحى ضرورياً بالنظر إلى التقلبات المناخية والمخاطر الأخرى التي يمكن أن تؤثر على الإنتاج الفلاحي ببلادنا، وذلك عبر اعتماد التغطية المرنة من خلال تصميم بوليصات التأمين بمرونة لتتناسب مع الاحتياجات المختلفة للفلاحين. 
على سبيل المثال، توفير خيارات لتغطية المحاصيل، الثروة الحيوانية، وحتى الدخل المفقود بسبب الظروف المناخية، وكذا استخدام البيانات المتقدمة وتكنولوجيا الأقمار الصناعية لتقييم الأضرار وتحديد التغطية المناسبة، مما يسرع عملية المطالبة والتعويض وتحديد أسعار تأمين مناسبة تأخذ في الاعتبار القدرة المالية للفلاحين، خاصة في المناطق الفقيرة حيث يكون الوضع المالي للفلاحين محدوداً.
السيد الوزير المحترم، إن تطوير منتجات التأمين الفلاحي المتخصصة يعتبر خطوة مهمة لتوفير الحماية المالية للفلاحين وتعزيز الاستقرار في القطاع الزراعي، من خلال توفير تغطية مرنة وشاملة تتناسب مع المخاطر المختلفة، تمكن الفلاحين من مواجهة التحديات المناخية بثقة أكبر وتقليل الأثر السلب.
وعليه، نسائلكم، السيد الوزير المحترم، عن الإجراءات والتدابير التي ستتخذونها في هذا الصدد؟",Abdellatif Zaim,13/11/2023,pas de réponse,تطوير منتجات تأمين تتناسب مع الاحتياجات المتغيرة للفلاحين وتوفر تغطية شاملة لمختلف أنواع المخاطر,الفلاحة والصيد البحري والتنمية القروية والمياه والغابات.
13750,"يعيش إقليم الرحامنة، على غرار مجموعة من المناطق ببلادنا، أزمة حقيقية في شح مياه الشرب والري، خصوصا مع توالي سنوات الجفاف، ولمواجهة هذه الأزمة وتقليص الاعتماد على الكهرباء بسبب ارتفاع التكلفة، يبرز دور تجهيز الآبار بألواح الطاقة الشمسية كحل مستدام وفعّال،  هذه الطريقة تتيح استخدام الطاقة الشمسية كمصدر طاقة متجدد ونظيف، لضخ المياه من الآبار، مما يقلل من الاعتماد على الكهرباء التقليدية ويخفض التكاليف على المدى الطويل، خصوصا وأنها توفر مصدرا مستقرا ومستمرا للطاقة، خاصة في المناطق ذات التعرض الجيد لأشعة الشمس كما هو الشأن بالنسبة لإقليم الرحامنة، إضافة إلى كونها حلاً مستدامًا وصديقًا للبيئة، حيث لا ينتج عنه انبعاثات ضارة ويقلل من البصمة الكربونية، وهو ما يجعل تجهيز الآبار بألواح الطاقة الشمسية يمثل خطوة مهمة نحو تحقيق الاستدامة في إدارة الموارد المائية والطاقة، خاصة في ظل التحديات الحالية المتعلقة بشح المياه وارتفاع التكلفة الطاقية. 
تأسيسا عليه، نسائلكم، السيدة الوزيرة المحترمة، عن الإجراءات والتدابير التي ستتخذها وزارتكم في هذا الصدد؟",Abdellatif Zaim,13/11/2023,pas de réponse,تجهيز مجموعة من الآبار بإقليم الرحامنة بألواح الطاقة الشمسية,الانتقال الطاقي والتنمية المستدامة.
13749,"تعتبر غابة سيد الغزواني المتواجدة عند المدخل الغربي لمدينة أبي الجعد قدوما من مدينة وادي زم المتنفس الطبيعي والايكولوجي المهم لساكنة أبي الجعد، إلا أنه يلاحظ في الآونة الاخيرة أن هذا المعطى الطبيعي بدأ يتعرض للتدهور بفعل الاجتثاث الذي عرفته عشرات من الأشجار إما بفعل اقتلاعها بسبب الرياح أو نظرا لتعرضها للإتلاف نتيجة بعض الحشرات المضرة التي أصابتها أو بسبب تعرضها للقطع العشوائي من طرف بعض الحطابين المجاورين للغابة.
 وفي هذا الصدد، لا بد من الإشارة أن استمرار هذا الوضع البيئي الخطير لغابة سيدي الغزواني من شأنه أن يعرض هذا الغطاء الغابوي للإتلاف الكلي. خاصة وأنه لحد الآن لم يتم تعويض الأشجار التي اقتلعت بأخرى فتية، اللهم إذا استثنينا بعض المبادرات التي قامت بها جمعيات المجتمع المدني بتنسيق مع المجلس الجماعي لأبي الجعد لغرس بعض الأشجار الفتية.
وبغية الحفاظ على هذا الإرث الطبيعي والإيكولوجي لا بد من التفكير في التعجيل لإعادة الروح فيه، عبر استثماره كمنتزه سياحي يعود بالنفع على المدينة اجتماعيا واقتصاديا بالتنسيق مع كافة الجهات المعنية،  وذلك ايمانا منا كون الاستثمار في إنجاز مشروع المنتزه في القطاع السياحي من شأنه تجنيب الوسط الطبيعي بالمدينة من أي نتائج عكسية، وأيضا لما له من دور كبير في تقوية المنافع السوسيو اقتصادية للساكنة المحلية وتنميتها، علما أن الجماعة الترابية لأبي الجعد برمجت مشروع تهيئة منتزه القطب بغابة سيد الغزواني وذلك ضمن برنامج عملها.
وعليه؛ نسائلكم عن الإجراءات التي ستتخذها وزارتكم للتعجيل بحماية غابة سيد الغزواني من الإجتثاث الكلي لأشجارها، وبالتالي ضمان استمرار هذا الفضاء الإيكولوجي وإعادة الروح فيه؟",Khalifa Majidi,13/11/2023,pas de réponse,وضعية غابة سيد الغزواني,الفلاحة والصيد البحري والتنمية القروية والمياه والغابات.
13748,"يعتبر إحداث طريق سيار يربط فاس بتطوان عبر وزان وشفشاون، من بين المشاريع المهمة والمهيكلة، سيمكن من ربط منطقة مهمة غنية بثرواتها الطبيعية بالساحل، كما أنه سيشكل قيمة مضافة سواء على المستوى الاقتصادي أو الاجتماعي للمدينتين، لما له من دور هام في مسلسل التنمية الاقتصادية والإجتماعية وتقليص المدة الزمنية للتنقل وتعزيز السلامة الطرقية وتطوير القطاع السياحي والرفع من جاذبية الإسثمار بجهة فاس- مكناس.   
وعليه، فإننا نسائلكم السيد الوزير المحترم، عن  مآل هذا المشروع التنموي الهام الذي من شأنه الرفع من مردودية المناطق المعنية",Allal Amraoui,10/11/2023,pas de réponse,إحداث طريق سيار يربط فاس بتطوان عبر وزان وشفشاون,التجهيز والماء.
13747,"في إطار الدينامية الكبرى التي تشهدها بلادنا، والمتعلقة أساسا بتطويرالبنية التحتية وعصرنة القطاع السككي وجعله رافعة للتنمية الاقتصادية والإجتماعية ببلادنا، خاصة وأن المغرب حاز على شرف تنظيم فعاليات نهائية كأس إفريقيا 2025 وكأس العالم 2030 إلى جانب إسبانيا والبرتغال ضمن الملف المشترك.   
ومن هذا المنطلق ولإنجاح الحدث القاري والدولي في المستوى المطلوب يجب توفير كافة الظروف الشاملة ومن ضمنها إحداث الخط الفائق السرعة "" تي جي في"" يربط الرباط بفاس، هذا الأخير الذي سيمكن من اختزال الوقت وتقريب المسافات بين المدينتين، ويستجيب لإنتظارات الفاعلين الإقتصاديين. 
لأجل ذلك، فإننا نسائلكم السيد الوزير، عن إمكانية إحداث الخط الفائق السرعة ""تي جي في"" يربط الرباط  بفاس، لما له من أهمية بالغة في المستقبل.",Allal Amraoui,10/11/2023,pas de réponse,إحداث الخط الفائق السرعة  تي جي في يربط الرباط  بفاس,النقل واللوجيستيك.
13746,"قامت الحكومة بوضع الخطوط العريضة لإصلاح منظومة التكوين الطبي بالمغرب، تتماشى والورش الملكي لتعميم التغطية الصحية لجميع المغاربة، ويتعلق الأمر بتقليص مدة التكوين في مجال الطب من 7 سنوات إلى 6 سنوات، بهدف الرفع من نسبة التأطير الصحي وتتماشى مع أهداف النموذج التنموي الجديد، إلا أن الطالبات والطلبة المعنيين في حيرة ويتسائلون وبشدة، عن كيفية اعتماد هذا النظام الجديد الذي يجهلون عنه الكثير خاصة فيما يتعلق بكيفية تفعيل مقتضى تقليص مدة التكوين على أرض الواقع. 
لأجل ذلك، فإننا نسائلكم السيد الوزير، عن مآل الإعلان عن الخطوط العريضة لإصلاح منظومة التكوين الطبي بالمغرب.",Allal Amraoui,10/11/2023,pas de réponse,مآل الإعلان عن الخطوط العريضة لإصلاح منظومة التكوين الطبي بالمغرب,التعليم العالي والبحث العلمي والابتكار.
13745,"سبق لي أن تقدمت بتاريخ 04 يناير 2023  بسؤال كتابي حول "" مآل مشروع بناء المركز الصحي بدوار بني وكيل الزاوية، جماعة لعتامنة، إقليم بركان""، هذا المشروع الذي لا زالت تنتظره ساكنة جماعة لعتامنة بصبر كبير منذ سنة 2020.  
وعلى هذا الأساس، تلقيت جوابا كتابيا حول هذا الموضوع – مشكورين-، حيث أخبرتمونا فيه، أن مشروع بناء المركز الصحي بدوار بني وكيل، جماعة لعثامنة بإقليم بركان، يوجد حاليا في طور الإنجاز، وأن برمجته تمت في إطار برنامج تقليص الفوارق المجالية والإجتماعية وبتمويل من طرف صندوق التنمية القروية، إلا أن جوابكم السيد الوزير، يتعلق بمستوصف  بمركز لعثامنة بنفس الجماعة، والذي وبالفعل وكما جاء في جوابكم أنه يوجد حاليا في طور الإنجاز، ولا يتعلق الأمر بالمركز الصحي بدوار بني وكيل  الزاوية ( أولاد السي البشير) بنفس الجماعة موضوع سؤالنا.
وعليه، فإننا نسائلكم السيد الوزير - مرة أخرى-  عن مآل بناء المركز الصحي بدوار بني وكيل الزاوية ( أولاد السي البشير) وليس ""مستوصف بمركز لعتامنة"" وماهي الإجراءات الإستعجالية التي تعتزمون القيام بها قصد الإسراع بتفعيل مخرجات اجتماعه بتاريخ 25-02-2020 من طرف لجنة تضم ممثلين عن (الوكالة الحضرية لوجدة ، قسم التعمير والبيئة، المكتب الوطني للكهرباء مداغ، قطاع الماء، مندوب وزارة الصحة، رئيس جماعة لعثامنة، تقني بالجماعة ومستشار جماعي)، علما أن الوعاء العقاري المخصص لهذا الغرض متوفر.",Abdelhakim Bouazza Ben Abdellah,10/11/2023,pas de réponse,مآل مشروع بناء المركز الصحي بدوار بني وكيل الزاوية، جماعة لعثامنة، إقليم بركان,الصحة والحماية الاجتماعية.
13744,"تلقيت عدة شكايات من طرف مجموعة من الشابات والشباب ينحدرون من إقليم قلعة السراغنة، خاصة الفئة التي وصلت لحد مرحلة توقيع العقود، والذين مازالوا لحد الآن ينتظرون عملية التمويل التي تم تجميدها لأسباب يجهلها الجميع، كما أن منهم من لازال ينتظر توقيع العقد، الأمر الذي خلف لدى هؤلاء الشابات والشباب على اختلاف مشاكلهم مع هذا البرنامج، تذمرا وفلقا كبيرين، علما أن جلهم لديهم التزامات مالية مع الأبناك، ويتعلق الأمر بالأسماء التالية: 
سناء البخاري ID 216821
عبد الرزاق رشيد ID 213176
عبد اللطيف البيطي ID 276061
حياة الكيحل ID 215778
لأجل ذلك، فإننا نسائلكم السيدة الوزيرة، عن مآل الملفات العالقة المتعلقة ببرنامج ""فرصة"" الذي يعتبر من بين المشاريع الطموحة والمبتكرة لتشجيع العمل المقاولاتي وحل مختلف المشاكل التي تواجه  حاملي الأفكار أو المشاريع المقاولاتية، كما نطلب منكم، إعطاء تعليماتكم للمصالح المعنية قصد تسريع عملية التمويل.",El Ayachi Al Ferfar,10/11/2023,pas de réponse,وضعية بعض المرشحين للإستفادة من برنامج فرصة بإقليم قلعة السراغنة,السياحة والصناعة التقليدية والاقتصاد الاجتماعي والتضامني.
13743,"يعد قطاع الصيد الإيكولوجي وتربية الأحياء المائية في المياه القارية أحد أهم الرافعات التي جاءت بها استراتيجية غابات المغرب، هذا القطاع الذي بدأ يعرف نهضة جديدة خلال السنوات الأخيرة توجت بالاستراتيجية الجديدة لتطوير الصيد وتربية الأحياء المائية في المياه القارية  الذي أنجزته الوكالة الوطنية للمياه والغابات مع شركائها وصادقت عليه اللجنة الوطنية للصيد خلال شهر فبراير 2023 بحضور مختلف المتدخلين، وحيث أن هذا القطاع من شأنه خلق فرص شغل مهمة في المناطق القروية والجبلية عبر مهن الصيد التي صارت أكثر احترافية وعصرنة، إلا أن عدم استصدار المراسيم التطبيقية الأربعة الخاصة بقانون 130.12المتعلق بالصيد وتربية الأحياء المائية في المياه القاربة يؤثر سلبا على تنزيل هذا النموذج الجديد والذي يهم مناطق واسعة تتضمن منتزهات وطنية بالمنتزه الوطني إفران والمنتزه الوطني توبقال ومناطق الأطلس الكبير والأطلس الكبير الشرقي، وهو ما سيساهم في خلق مناصب شغل بهذه المناطق التي تحظى بالأولوية ضمن السياسات الحكومية.
لذا نسائلكم السيد الوزير، عن رؤيتكم لإخراج هذا النموذج إلى حيز الوجود في أقرب الآجال وعبره عن  النصوص التطبيقية للقانون 130.12 التي تشكل الآلية المثلى والأساسية لتنزيل مختلف محاوره.",Allal Amraoui,10/11/2023,pas de réponse,تفعيل النصوص التطبيقية للقانون 130.12المتعلق بالصيد و تربية الأحياء المائية و تنزيل الاستراتيجية الجديدة لتطوير قطاع الصيد الإيكولوجي وتربية الأحياء المائية في المياه القارية,الفلاحة والصيد البحري والتنمية القروية والمياه والغابات.
13742,"لا يخفى على أحد المجهودات الكبيرة التي تقومون بها في مجال تعزيز البنيات التحتية ببلادنا، خصوصا على مستوى التجهيزات الفنية بالطرق السيارة.
	في هذا الإطار، تعالت أصوات المواطنين ومستعملي الطريق السيار على مستوى جماعة المناصرة إقليم القنيطرة، بسبب خطر انهيار قنطرة أولاد العربي والتي أصبحت في حالة جد متردية ومعرضة للانهيار في أي وقت.
	لذا فإننا نسائلكم السيد الوزير المحترم:
-  عن التدابير المستعجلة لإصلاح قنطرة أولاد العربي المشيدة على مستوى الطريق السيار بجماعة المناصرة؟",Hatim Ben Rkia,09/11/2023,pas de réponse,الإسراع بإصلاح قنطرة أولاد العربي,التجهيز والماء.
13741,"طرح الانقطاع المفاجئ للتيار الكهربائي عن المركب الرياضي بمدينة فاس ومحيطه الخارجي، خلال المباراة التي جمعت يوم الخميس 7 شتنبر 2023، المنتخب الوطني لأقل من 23 سنة مع نظيره البرازيلي، جملة من التساؤلات وردود الفعل حول وضعية المركب، ومدى جاهزيته لاحتضان مباريات من قيمة مباريات المنتخب، خاصة وأنه من الملاعب المرشحة لاحتضان منافسات كأس إفريقيا 2025 وكأس العالم 2030، إذا ما فاز المغرب بشرف تنظيمها.  إلا أن حادث انقطاع التيار الكهربائي السيد الوزير، جعلنا نخشى من كون المركب لم يستفد من التأهيل والتحديث اللازمين بالمعايير المعمول بها، حتى يكون المركب في مستوى الملاعب الوطنية التي ستحظى بشرف احتضان مختلف التظاهرات الدولية والقارية التي ستستقبلها بلادنا مستقبلا، ويكون أيضا في مستوى انتظارات كل الجماهير الرياضية الفاسية وأنديته التي تتطلع ليكون المركب الرياضي معلمة تفخر بها المدينة وبلادنا على حد سواء.
 لذلك، نسائلكم السيد الوزير المحترم عن: 
-	الإجراءات الاستعجالية التي ستتخذونها بخصوص حادث الانقطاع المفاجئ للتيار الكهربائي حلال مباراة المنتخب الوطني لأقل من 23 سنة مع نظيره البرازيلي؟
-	التدابير التي ستتخذونها من أجل تأهيل المركب الرياضي بمدينة فاس حتى يكون في مصاف الملاعب الوطنية القادرة على استضافة واحتضان مختلف التظاهرات القارية والدولية؟",Mohamed Chaouki,09/11/2023,pas de réponse,وضعية المركب الرياضي لمدينة فاس,التربية الوطنية والتعليم الأولي والرياضة.
13740,"يرتقب أن تحتضن بلادنا الاجتماعات العامة السنوية لمجموعة البنك الدولي وصندوق النقد الدولي لسنة 2023، شهر شتنبر المقبل بمدينة مراكش، بحضور مرتقب ل 14 ألف مشاركة ومشارك، بما في ذلك وزراء الاقتصاد والمالية ومحافظو البنوك المركزية للدول الأعضاء، البالغ عددها 189 دولة.
وانطلاقا من الأهمية التي تشكلها مثل هذه التظاهرات العالمية ذات الصيت الكبير، وما تتطلبه من جهود قصد إنجاحها، بما يكرس الثقة والمكانة التي باتت تكتسيها بلادنا كوجهة لاحتضان التظاهرات العالمية في مختلف المجالات. 

نسائلكن السيدة الوزيرة المحترمة عن: 

-	الإجراءات والتدابير المتخذة من أجل إنجاح الاجتماعات العامة السنوية لمجموعة البنك الدولي وصندوق النقد الدولي المنعقدة ببلادنا شهر شتنبر المقبل؟",Mohamed Chaouki,09/11/2023,pas de réponse,الاجتماعات العامة السنوية لمجموعة البنك الدولي وصندوق النقد الدولي,الاقتصاد والمالية.
13739,"يشكل قطاع البناء، أحد أبرز القطاعات التي تعرف تسجيل أكبر عدد لحوادث الشغل، نتيجة عدم الالتزام بشروط الوقاية والسلامة التي تؤدي في كثير من الأحيان لوقوع حوادث، نموذج الحادث المأساوي الذي تعرض له أحد العمال بورش للبناء بحي بورمانة التابع للنفود الترابي لمقاطعة أكدال بمدينة فاس، بعدما تفاجأ بسقوط رافعة للبناء أودت بحياته.
لذلك نسائلكم السيد الوزير المحترم عن: 

الإجراءات والتدابير التي ستتخذونها قصد ضمان الالتزام بشروط السلامة بأوراش البناء بمدينة فاس؟",Thami Ouazzani Thami,09/11/2023,pas de réponse,الالتزام بشروط السلامة بأوراش البناء بمدينة فاس,الإدماج الاقتصادي والمقاولة الصغرى والتشغيل والكفاءات.
13738,"يحتل تحديث البنيات التحتية الرياضية بمدينة فاس مكانة هامة، انطلاقا من كون الرياضة كانت وستظل محركا حقيقيا للتنمية، خصوصا وأن المدينة معروفة بطاقاتها الشابة وولعها بالرياضة، بدليل أنها أنجبت عددا كبير ا من البطلات والأبطال الذين شرفوا الرياضة الوطنية وبلدنا في المحافل الدولية.
لهذا، سيكون من اللازم تعزيز وتنويع العرض الرياضي بالمدينة، عبر تعزيز إحداث البنيات التحتية الرياضية من ملاعب وقاعات وأندية..، كي تلعب الرياضة دورها الريادي للمساهمة في النهوض بالمدينة.
لذلك نسائلكم السيد الوزير المحترم عن: 
رؤية الوزارة من أجل تحديث وتعزيز البنيات الرياضية بمدينة فاس؟",Thami Ouazzani Thami,09/11/2023,pas de réponse,البنيات الرياضية بمدينة فاس,التربية الوطنية والتعليم الأولي والرياضة.
13737,"على إثر الحريق الذي اندلع مؤخرا بأحد المستودعات بمقاطعة زواغة بمدينة فاس وقبله أيضا بمحيط محطة القطار، وبالتزامن مع الارتفاع الذي تشهده المدينة في درجات الحرارة، مما يزيد من احتمال نشوب الحرائق.

 نسائلكم السيد الوزير المحترم عن: 
الإجراءات المتخذة من أجل تفادي حوادث الحرائق بمدينة فاس؟",Thami Ouazzani Thami,09/11/2023,pas de réponse,تفادي حوادث الحرائق بمدينة فاس,الداخلية.
13736,"تعد مدينة فاس إحدى أعرق المدن الوطنية والعالمية، بما تحتضنه من تراث بقيمة مادية ومعنوية لا يقدران بثمن، يتطلب جهودا كبيرة من أجل حمايته وتثمينه، وفق مقاربة تنأى عن التشويه تحت ضغط التوسع العمراني غير المتحكم فيه وأثر النسيان الذي يحول دون تناقله بين الأجيال، فضلا عن عمليات السطو التي يتعرض لها خاصة من قبل بعض الشركات والبلدان التي تنسبه لنفسها. 
لذلك نسائلكم السيد الوزير المحترم عن: 

-	رؤية الوزارة من أجل حماية وتثمين التراث الثقافي لمدينة فاس من مختلف أشكال التشويه والنسيان والسطو؟",Thami Ouazzani Thami,09/11/2023,pas de réponse,حماية وتثمين التراث الثقافي لمدينة فاس,الشباب والثقافة والتواصل.
13735,"تتميز مدينة فاس بثراء تراثها الثقافي، الأمر الذي يتعين استغلاله على نحو يُمَكِّنُ من خلق دينامية اقتصادية واجتماعية على المستوى المحلي، تُحدث مزيدا من فرص الشغل وترفع من جاذبية المدينة. 
ويشكل قطاع السياحة، على هذا المستوى، أحد أهم القطاعات التي يمكن أن تستثمر التراث الثقافي العريق لمدينة فاس، بكامل أوجهه وإمكانياته، من أجل الرفع من عائداتها وقيمتها المضافة، علما أن السياحة الثقافية ذات المكون التراثي المهم، تعرف طلبا متزايدا.
لذلك نسائلكن السيدة الوزيرة المحترمة عن: 

-	رؤية الوزارة من أجل استثمار التراث الثقافي العريق لمدينة فاس في القطاع السياحي؟",Thami Ouazzani Thami,09/11/2023,pas de réponse,استثمار التراث الثقافي العريق لمدينة فاس في القطاع السياحي,السياحة والصناعة التقليدية والاقتصاد الاجتماعي والتضامني.
13734,"يعد مهرجان حب الملوك بمدينة صفرو من أقدم المهرجانات العالمية الذي شاءت الظروف، أن يتوقف مساره الطويل قبل ثلاث سنوات عند نسخته ما قبل المائة، دون أن يكتب له مواصلة الاحتفاء بفاكهة حب الملوك التي تتميز بها المدينة والمناطق المجاورة لها.
وكما لا يخفى عليكم، فالمهرجان فضلا على عراقته التاريخية، فهو يكتسي أهمية بالغة في التنشيط السياحي والاقتصادي لمدينة صفرو، على اعتبار أن له صيتا كبيرا داخل وخارج المغرب، إضافة إلى أنه يحظى بالرعاية السامية لصاحب الجلالة محمد السادس نصره الله ومصنف كتراث ثقافي عالمي، وهو ما يتطلب العمل على دعم عودة تنظيم المهرجان وضمان شروط استمراريته.
 نسائلكم السيد الوزير المحترم عن: 
الإجراءات التي ستتخذونها من أجل دعم عودة تنظيم مهرجان حب الملوك بمدينة صفرو وضمان شروط استمراريته؟",Mohamed Chaouki,09/11/2023,pas de réponse,مهرجان حب الملوك بمدينة صفرو,الشباب والثقافة والتواصل.
13733,"تفتقر ساكنة جماعة العرجان بإقليم بولمان لطبيب عام بالمستوصف الصحي للجماعة بعدما تم تنقيله سابقا. ويؤثر هذا الخصاص سلبا على الوضع الصحي لساكنة الجماعة التي يقدر تعدادها بقرابة ال10 آلاف نسمة، ويكبدها مشاق التنقل ومصاريف إضافية من أجل تلقي العلاجات التي لا يوفرها المستوصف.

 لذلك نسائلكم السيد الوزير المحترم عن: 
الإجراءات التي تعتزمون القيام بها لتعيين طبيب عام بالمستوصف الصحي لجماعة العرجان بإقليم بولمان؟",Mohamed Chaouki,09/11/2023,pas de réponse,تعيين طبيب عام بالمستوصف الصحي لجماعة العرجان بإقليم بولمان,الصحة والحماية الاجتماعية.
13732,"تم إغلاق مسجد خالد بن الوليد، الكائن بالمنطقة الحضرية العنبرة بمقاطعة زواغة بمدينة فاس، قبل عدة أشهر، على خلفية الضرر الذي لحقه على مستوى الصومعة التي تحتاج لأشغال الصيانة والترميم.
ومنذ ذلك الحين، لازالت الأشغال لم تشرع بالمسجد ولحد الآن، مما زاد من تدهور حالة المسجد أكثر وخلف استياء لدى ساكنة المنطقة التي تتطلع لأن يتم تسريع انطلاق أشغال الترميم، كي يتم تم تأهيل المسجد لاستقبال المصلين واضطلاعه بكامل أدواره. 

لذلك، نسائلكم السيد الوزير المحترم عن: 
الإجراءات التي ستتخذونها قصد تسريع أشغال صيانة وترميم مسجد خالد بن الوليد بمقاطعة زواغة بمينة فاس؟",Thami Ouazzani Thami,09/11/2023,pas de réponse,صيانة وترميم مسجد خالد بن الوليد بمقاطعة زواغة,الأوقاف والشؤون الإسلامية.
13731,يعرف إقليم الناظور تحولا كبيرا في العديد من المجالات، بفضل المبادرات الملكية السامية والأوراش الكبرى التي أطلقها جلالته حفظه الله، مثل تهيئة موقع بحيرة مارشيكا وميناء الناضور غرب المتوسط، إلا أن هذا الإقليم لا زال يعاني من نقص ملحوظ في المدارس العليا والمؤسسات الجامعية الكفيلة بسد الخصاص ومواكبة المشاريع الملكية الاقتصادية والصناعية والتنموية بالمنطقة. وبناء عليه، نسائلكم، السيد الوزير المحترم، عن أسباب عدم ترقية كلية متعددة التخصصات بالناظور التي تضم أزيد من 37 ألف طالب وطالبة، وتعثر مشروع تحويلها إلى قطب جامعي مندمج بثلاث كليات على الأقل: كلية العلوم القانونية والاقتصادية والاجتماعية، كلية الآداب والعلوم الإنسانية، وكلية العلوم والتقنيات (FST)، الذي اقترحه وزير سابق وزكاه مجلس كلية متعددة التخصصات بالناظور، و الذي سيسمح بتوسيع العرض الجامعي وخلق تخصصات جديدة و معاهد عليا تستجيب لمتطلبات سوق الشغل بالاقليم والمنطقة بصفة عامة؟,Fatima El Kchouti,09/11/2023,pas de réponse,أسباب تعثر مشروع ترقية كلية الناظور وتحويلها إلى قطب جامعي مندمج بثلاث كليات على الأقل,التعليم العالي والبحث العلمي والابتكار.
13730,"تشتهر الجماعة الترابية البدوزة بإقليم آسفي بعلو أمواج بحرها، والتي بفضلها أصبحت المنطقة مقصدًا شهيرًا لعشاق رياضة ركوب الأمواج من مختلف أنحاء العالم. 
 وقد نظمت بهذه الجماعة نهاية الأسبوع المنصرم تظاهرة لركوب الأمواج بمشاركة محترفين دوليين غير أنه تم حذف اسم المدينة المنظمة ""آسفي"" من الصفحة الرسمية للجامعة الملكية المغربية لركوب الأمواج، واستبدل اسم المدينة بعبارة ""في إحدى الأماكن المغربية""، مما أثار موجة استنكار عارمة في صفوف المتتبعين الرياضيين وكل ساكنة الإقليم. 
لذا، نسائلكم عن الإجراءات التي ستتخذونها لتصحيح هذا الوضع خصوصا لما للتسويق الرياضي من أهمية في النهوض بالتنمية السياحية والاقتصادية والاجتماعية والثقافية بشكل عام؟",Nadia Benzedfa,09/11/2023,pas de réponse,حذف اسم مدينة آسفي من الصفحة الرسمية للجامعة الملكية المغربية لركوب الأمواج,التربية الوطنية والتعليم الأولي والرياضة.
13729,"أطلق صاحب الجلالة الملك محمد االسادس نصره الله، برنامج الوحدات الصحية المتنقلة المجهزة بتقنيات الإتصال عن بعد بالمناطق التي تعاني خصاصا مهولا في الولوج إلى الخدمات الصحية، والذي يروم تحسين ولوج ساكنة العالم القروي إلى الخدمات الصحية.
وينبع هذا البرنامج من القناعة العميقة والراسخة لجلالة الملك محمد السادس بجعل الحق في الولوج إلى الخدمات الصحية، إحدى الدعامات الأساسية لتوطيد المواطنة وتحقيق تنمية بشرية شاملة ومندمجة.
لأجل ذلك نسائلكم السيد الوزير، عن التدابير المزمع اتخاذها من أجل ولوج ساكنة المناطق القروية والجبلية بإقليم أزيلال إلى الخدمات الصحية، وماهي الإجراءات المتخذة لتنزيله بهذا الإقليم.",Abdelali Brouki,08/11/2023,pas de réponse,برنامج الوحدات الصحية المتنقلة المجهزة بإقليم أزيلال,الصحة والحماية الاجتماعية.
